Pallet_ID,timestamp,latitude,longitude,Power_Consumption
W41402,17:59.4,41.2327687,-103.3645068,104.0131924
W6330,19:28.5,30.42083118,-99.79634593,152.6973131
L31532,20:54.0,39.02404165,-90.81813894,114.0693827
L0785,25:50.5,37.62492962,-115.4399612,59.67163801
O2925,26:18.3,38.85817611,-93.49381072,137.3329753
B41689,29:14.1,35.90624478,-86.95529686,193.3864995
Q8926,37:47.1,39.14920914,-93.65314802,163.4963743
R81052,42:48.6,42.9992453,-89.04006418,192.2369835
R1786,46:02.2,37.26584236,-114.9581517,115.2995942
B5691,46:25.9,40.85682686,-111.9816501,68.23477017
O91238,46:31.1,32.34155222,-111.0301975,101.0506865
C1927,49:15.9,39.01377891,-93.74363313,150.0179531
G4250,52:41.7,30.22453899,-99.50637007,130.4569976
W2787,56:08.1,37.41282319,-114.9395433,79.98117271
T51403,58:47.4,41.014257,-102.4204953,88.78214753
T31690,00:00.7,35.62004956,-87.87311691,125.2621374
J2251,03:46.1,30.42161321,-99.49558835,122.3016595
B51053,04:36.8,42.99892845,-89.20512906,187.7539058
J2928,12:13.4,39.24704025,-94.43288595,121.6458529
U4252,14:50.5,30.33027136,-99.16592714,167.3421099
K2788,16:19.8,36.98710345,-115.1473434,62.56993352
M51239,16:43.6,32.69918638,-111.2157754,138.5239374
C9692,18:07.2,40.79066453,-112.0707068,125.550782
O11404,19:11.3,41.01684572,-101.5933473,73.50385958
X2929,23:42.1,39.22672226,-94.87663164,143.9177843
T7253,25:54.9,30.19597125,-99.23235375,97.69691103
C6789,26:25.7,36.96971109,-114.9156997,90.4008414
Y61240,26:47.7,32.61280881,-111.6385184,63.62529572
A0693,28:41.0,40.58940516,-112.9419104,88.65913633
F21691,30:47.2,35.50380897,-89.53996551,136.108577
R61533,32:13.5,38.95706697,-91.9671885,112.1498904
Z5254,36:59.3,30.1019448,-98.92133433,66.77657396
I11054,37:19.1,43.44878861,-89.36816225,109.9482696
T8694,39:14.8,40.65191854,-113.2472374,179.3540274
H91405,39:35.3,41.35527443,-101.6141641,140.1494687
C11534,42:24.9,39.06476711,-92.29969464,66.61875622
Q8790,46:37.4,36.62508054,-114.9219706,149.9036152
B9255,48:03.7,29.96896402,-99.05325392,118.0019849
G41055,48:13.2,43.70473731,-89.39816791,148.3995574
M4695,49:48.5,40.57977928,-114.2132148,58.4648922
I2930,58:08.4,38.91682887,-94.98712673,106.8064175
D41056,59:07.3,43.55853468,-89.77004607,148.2667747
Y0623,00:22.3,40.61336457,-114.0460549,174.5940017
G01535,02:47.6,38.87790763,-92.61240807,156.5809198
Z01241,07:04.4,33.5489391,-112.2111935,129.29436
O5931,09:37.2,38.77863871,-95.24176186,82.34495639
W21057,10:01.4,43.35639762,-89.9279101,76.09245205
A8624,10:56.1,41.03822948,-114.2242793,51.85930789
J61692,11:49.3,35.08524943,-90.02650275,197.5277678
B01536,12:59.0,38.73582051,-93.11957918,147.1650906
P9791,16:55.0,36.38215208,-114.9042443,89.22067355
T0932,21:05.9,39.13290975,-95.30167918,111.3019297
L41242,27:12.7,33.53340248,-111.8219534,143.6070209
H7625,32:03.6,40.88179599,-114.4562556,78.00040004
N8256,32:21.3,29.72279154,-98.8828051,155.7268071
N6933,32:34.7,39.21075286,-95.41447067,140.2303552
I7257,43:25.7,29.77715177,-98.49327998,88.26872748
E81537,43:33.0,38.93993399,-93.74413444,150.5826864
P0934,44:03.5,39.16417939,-95.53085703,153.8641363
E51406,50:59.3,40.80078378,-99.33634821,134.0344333
G8626,53:11.2,40.8839386,-115.4179791,58.92464198
Z5258,54:30.1,29.72035023,-98.56837586,115.4416067
P9935,55:32.2,39.2860714,-95.69296577,139.6704558
D0627,03:45.0,41.08861151,-115.6954646,175.334201
J51538,03:55.7,39.02283127,-94.05467402,194.2845976
T31058,04:32.0,44.18538851,-90.48264477,79.90213747
P91693,13:22.5,34.59417452,-92.02216442,131.8258525
G61059,15:26.1,43.95240956,-90.85618045,194.7575782
S1259,16:38.9,29.5052011,-98.28098979,138.5136591
D1936,18:29.7,38.93490753,-96.4028309,96.96702332
E01407,21:35.3,40.60570346,-99.02381728,100.1825374
Y61694,23:38.0,34.9249098,-92.50753802,74.73329347
D8260,27:43.3,29.34746867,-98.16843073,186.5557187
D71408,31:47.3,40.58328128,-98.8085438,140.8777198
O81695,33:53.5,34.4423898,-92.3759891,126.6096688
X01243,37:41.8,33.33724743,-112.8417908,169.9755688
P0261,38:47.7,29.47063143,-98.27857845,176.972309
E71630,44:09.0,34.80719473,-92.27573489,81.23052387
I21539,44:41.2,38.96819342,-94.45130902,108.5839946
F5628,46:00.1,40.76946172,-116.3442316,96.17468559
Y01060,48:08.4,44.09036768,-91.39066278,91.1593758
D3262,49:52.1,29.40936651,-98.27901735,149.6313982
S61409,52:11.3,40.70047216,-97.86996032,148.2993429
X3937,52:56.0,38.87472034,-96.72480611,85.57475156
D31540,54:52.5,39.29649059,-94.85498945,193.7743476
F3629,56:33.9,40.69899343,-116.0838161,85.49240208
P71244,57:50.1,33.48357591,-113.4336882,165.9261889
I51631,04:40.1,34.60750758,-92.78295572,86.29716348
T61541,05:03.9,39.33114089,-94.59947673,76.90987582
S51061,09:56.7,44.16922247,-91.83664005,115.8892801
N6263,12:00.9,29.66193677,-97.86007381,156.119409
D51632,14:55.6,34.43507653,-93.07176843,137.619549
I31245,17:58.5,33.8064893,-114.1953844,157.029952
J21062,20:50.8,43.75113209,-92.15986137,190.5523201
O61410,22:47.2,40.99705234,-97.03031292,79.75093284
R9264,23:05.3,29.56034939,-97.54904638,139.9611298
A11633,25:11.1,33.90902026,-93.3068059,124.0759861
C6938,27:22.3,38.78567527,-97.872232,146.8600765
I71246,28:02.6,33.81606136,-114.3667485,113.9889966
K3265,34:09.7,29.50455465,-97.22237316,66.18048989
P31634,35:26.7,33.72549992,-93.29094159,195.6974012
B5939,38:51.1,38.80522807,-97.90669873,96.83282834
H61063,42:39.0,43.46264066,-93.00072583,101.6317694
W4266,45:14.1,29.46293277,-96.81661143,121.0620869
F7630,49:22.8,40.82499637,-117.5668867,113.573391
Y3940,50:19.8,38.85154612,-98.24582362,188.2361103
H41064,53:33.1,43.50548872,-93.07555471,83.90647215
W9267,56:18.5,29.83079056,-96.37808076,188.5135796
D0631,59:56.5,40.88204485,-117.5756444,130.2807046
V41065,04:27.2,43.47953341,-93.05127595,112.2304976
J51635,06:13.2,33.37434404,-94.00330916,121.9443642
K3268,07:22.9,29.74148924,-96.10026213,88.75976606
E5632,10:30.3,40.97858592,-117.7590104,86.48242571
T4874,13:17.3,39.03719816,-98.91057752,57.94091677
G41411,13:47.2,40.82106333,-96.43237441,50.55835458
F61636,16:28.8,33.37771939,-94.06357999,181.9576536
N01247,18:23.4,33.46682453,-115.8773843,135.0087953
T6269,18:27.3,29.92662668,-95.79898487,71.83883208
C1875,24:46.1,38.68947753,-99.54335806,90.92229496
H31542,26:34.7,40.25502153,-95.48803175,88.37079015
C91637,26:44.3,33.44351511,-94.48216111,79.96974436
P0270,29:31.7,29.59350884,-95.68155957,63.68187404
G2876,36:14.9,39.14922268,-99.7000261,97.10874246
G51543,36:46.1,40.34357503,-95.56081563,69.90218024
J71638,36:59.8,33.20120032,-94.72346266,110.4577972
J1633,42:11.7,40.70843046,-118.1647243,102.5576471
G81639,47:15.3,32.97668299,-94.95163735,122.7646881
U2877,47:43.6,39.24901257,-99.86886101,176.912766
Z7634,52:45.4,40.27757155,-118.1544084,132.1666224
K91412,54:35.2,40.67840654,-95.89943699,54.46556785
Y81248,58:40.1,33.79913017,-116.3823831,62.28997015
B21066,58:57.8,43.78634559,-94.62637749,99.16073393
J4271,02:44.9,29.77430646,-95.48400644,143.357826
G8635,03:19.2,40.2342997,-118.5272458,99.65875056
Y91067,09:51.9,43.50101036,-95.03683607,80.85834094
A4878,10:41.2,39.09264944,-101.0937608,132.8569309
Z9272,13:49.3,29.55016217,-95.39203468,77.66911657
S5636,13:53.0,39.98711768,-118.6711288,153.4753988
X91544,17:31.5,40.46859869,-96.24546044,155.4503059
O71068,20:46.0,43.49324259,-95.55804361,106.6017532
Y0879,22:09.9,39.20423509,-101.0744093,153.9379688
F4637,24:26.8,39.82572148,-118.7820588,186.0415463
N6273,24:53.7,29.5946525,-95.2558857,87.68602302
K11413,25:11.2,40.06200016,-95.52219411,119.0638546
Q51249,28:52.5,34.090944,-117.0857865,69.4101681
U4880,33:38.7,39.26713639,-101.4826028,129.6950506
P31250,38:56.7,33.84079386,-116.8996986,164.153269
G01414,45:35.2,40.22434092,-95.44914326,171.5281653
F01415,55:47.2,40.20478113,-94.84265889,91.93688747
A9638,56:08.1,39.50129779,-118.8523702,74.69240339
K7881,56:36.2,39.33356084,-102.2639783,97.01475578
P21416,05:59.2,39.82022904,-94.8887065,166.310194
F0639,06:41.9,39.8034576,-119.4173307,179.9929198
K4882,08:05.0,39.39824178,-102.2919577,123.4466334
P4640,17:15.7,39.47995785,-119.216372,173.908782
J01251,19:13.4,33.88087711,-117.0813011,94.53311807
B7883,19:33.7,39.43140672,-102.8702157,91.10256613
A31069,26:10.6,43.8276315,-97.94329009,102.885275
C81417,26:23.2,39.87367557,-95.00308068,104.7585971
Z6641,27:49.4,39.43909112,-119.5196156,133.8772701
S2884,31:02.5,39.48778449,-103.5116605,156.0872583
E21070,37:04.7,43.61305631,-98.55885346,101.6121674
E2642,38:23.2,39.71223663,-119.3210175,110.1472668
R81640,40:06.1,32.58736332,-96.92010188,93.14452386
W31418,46:47.1,39.276096,-94.59567168,91.73790024
L2643,48:57.0,39.82924153,-119.680667,193.3345794
T21641,50:21.6,32.58996483,-96.62568207,117.5416132
C51419,56:59.1,39.27168732,-94.52890496,179.4350826
W21252,59:30.0,34.35566299,-117.7945467,79.39748189
Q41642,00:37.1,32.66474262,-96.93480838,106.8056085
S8885,05:28.8,39.62151018,-103.8486087,54.37895694
V91253,09:34.2,34.36310613,-117.9344452,85.21524103
H01545,09:36.5,41.01611071,-97.52204063,97.1345516
E81071,09:47.1,43.57815656,-99.08560539,168.7176776
J2644,10:04.6,39.38451772,-119.411896,156.0993092
I81643,10:52.6,32.43465152,-96.87805528,99.1080081
A41546,19:47.8,40.68948479,-98.03305422,130.5778552
O2645,20:38.3,39.7230235,-119.364665,153.4851464
B11072,31:35.3,43.93607174,-99.67393365,148.4133289
F4646,41:45.9,39.60450577,-119.8318689,59.74756253
J61073,42:29.4,43.74574944,-99.62196773,162.2383949
D71254,49:50.8,34.35115401,-118.2094129,78.75383234
A21547,50:21.9,40.88352187,-98.46176873,146.9251819
W61644,51:54.7,32.30471152,-96.96556778,83.75377192
Y01074,53:23.5,44.05693051,-100.2251157,150.8791478
V31548,00:33.2,40.85277018,-99.03394678,195.1382175
L8886,02:52.6,39.51298407,-104.8942257,189.3538771
P11420,08:23.1,39.12048102,-93.69081429,144.9450757
G31255,09:59.1,34.22812142,-118.0860371,160.5510875
U91645,12:25.8,31.81034845,-97.10902115,199.0297883
W0887,14:21.3,39.84181657,-104.719148,98.23702905
U21646,22:41.3,31.68151746,-96.89352701,121.3949061
E3888,25:50.1,39.5960097,-104.7650865,50.72665889
L41647,32:56.8,31.8276105,-97.33129988,63.22286068
G1647,34:34.8,39.43011062,-119.9474326,177.1448571
I31075,37:00.0,43.82803928,-101.6855135,181.511058
P3889,37:18.8,39.80044639,-104.8281543,157.8647983
F91421,38:59.1,39.18343311,-93.46399532,199.5155435
A1648,45:08.6,39.35251067,-120.2061205,139.3932189
Z11076,47:54.1,43.80857855,-102.426141,191.0512344
D21549,51:30.0,41.07876202,-100.1669776,93.02649445
T11648,53:27.9,31.4115016,-97.44244449,157.8266418
E11077,58:48.2,43.82354842,-102.483489,94.63904386
X01350,59:23.1,39.06921601,-93.20826687,197.9886325
H71550,01:41.4,41.00757602,-100.5323569,191.594713
P61649,03:43.4,31.07423239,-97.37535243,192.2738636
S21256,10:24.1,34.4546788,-118.5840274,184.4678632
M01551,11:52.8,40.8711734,-100.7222177,55.82460566
J21650,13:58.9,30.94916933,-97.14582529,132.0963611
T0649,16:49.9,39.3743849,-120.1787995,96.33504701
U41552,22:04.1,41.34642746,-100.7203628,116.0730576
T11651,24:14.4,30.83613773,-97.2259155,179.0352377
R2650,37:57.5,39.31841781,-120.093706,93.67642308
B71351,40:11.1,39.02441382,-92.11105389,55.85863186
V11078,42:24.6,44.40943931,-103.2792233,111.3067584
M01553,42:26.8,40.95123413,-101.2645859,60.25873508
P91652,44:45.5,30.74299798,-97.82163248,121.469758
F9651,48:31.2,39.43608839,-120.3785697,148.0605426
Q51079,53:18.7,44.66479598,-103.8057382,145.301904
G4652,59:05.0,39.17681357,-120.1451518,155.9626288
Q0653,09:38.8,39.51775948,-120.4127425,99.38128601
V11554,13:00.9,40.89357133,-101.902445,82.04352034
S21000,15:06.9,44.78878567,-103.9253869,88.52548384
Q51653,15:32.1,30.33018346,-97.79110651,67.00651464
E0654,20:12.6,39.4738248,-120.3184793,181.8693934
X01352,20:59.0,39.07581542,-91.24295712,129.8014754
I21001,26:01.1,44.47968004,-103.8145049,181.8533432
Y5655,30:46.4,39.44525619,-120.1076771,121.4198399
Y71257,30:57.4,35.2724904,-119.2829244,68.81289281
Q11002,36:55.2,44.80344798,-104.3351474,153.6272233
G6656,41:20.1,39.0887538,-120.4440651,196.5035353
Y7657,51:53.9,39.29510435,-120.3916455,163.352262
L21555,53:46.3,40.95014899,-102.9800301,122.3303987
Y21258,01:09.8,36.23466679,-120.3859968,95.75499769
F4658,02:27.7,39.36108321,-120.7240694,186.3107254
A31259,11:14.0,36.75983937,-120.6314253,126.6187158
K41556,14:09.0,41.34955612,-104.0682729,120.2016579
B11353,22:11.0,38.94420319,-90.78285192,72.96473752
F0659,23:35.2,39.35731085,-120.5714716,105.4328188
Q51260,31:22.3,37.07800889,-121.1825572,159.3841766
S61003,31:25.7,45.34158541,-106.1620293,173.1730617
M5660,34:09.0,39.52691482,-120.8648784,104.300665
J21004,42:19.8,45.41594529,-106.4238166,141.3521486
P9661,44:42.8,39.24986949,-120.5988317,67.69003056
B31557,54:54.5,41.27972184,-105.078019,126.0449797
N41005,04:08.0,45.67988857,-106.5549325,99.72074907
J9662,05:50.4,39.44671187,-120.777877,109.852989
N51354,13:11.0,38.89164729,-90.35477311,82.0831579
V41006,15:02.2,45.72537224,-106.593915,146.7985375
T91558,15:17.2,41.00510954,-105.2326307,65.64958335
N81559,25:28.5,41.05981917,-105.3736439,164.4416037
R41007,25:56.3,45.39574901,-106.86455,196.4928856
F0663,26:57.9,39.18654939,-120.8204431,71.58080726
M11008,36:50.4,45.38255273,-106.9822894,79.9062871
E11560,45:51.3,41.2999851,-105.9695194,65.03649917
W61355,53:58.9,38.73626166,-90.19165846,51.18022027
X01561,56:02.6,41.54904026,-106.0855658,83.00973611
B31356,04:10.9,38.3984867,-89.82289166,59.58415845
J01261,12:03.9,37.08952684,-121.3095415,164.1155758
U91357,14:22.9,38.60716274,-89.62282245,166.5773817
J8664,19:46.8,39.11811894,-121.070997,94.50097514
X91009,31:20.9,45.75718204,-108.5219374,165.3673271
U71262,32:12.3,37.37363761,-121.9041,74.71106094
T21358,34:46.9,38.5918064,-89.73243945,58.58384011
L9665,40:54.4,38.74879177,-121.5590885,173.8381794
W3666,51:28.1,38.42112195,-121.3542616,166.0412978
C11010,53:09.2,45.66076302,-108.7762422,188.9419469
N31562,57:10.8,41.77161539,-107.3012224,195.8161104
J41263,02:24.7,37.28009745,-121.6952335,66.42769154
P21011,04:03.3,45.80366931,-109.2958694,61.95461055
L61012,14:57.4,45.64401356,-109.5398257,120.9953472
M81563,17:33.5,41.58897077,-108.3656234,113.6872767
B51013,25:51.5,45.87255323,-109.8764303,166.066578
P91359,46:10.9,38.21406074,-88.97910887,141.5189411
K91360,56:22.9,38.10853921,-88.71637579,117.2027407
J71564,58:18.9,41.71225742,-109.4604503,109.0996138
N11361,06:34.9,37.97421715,-88.93021169,96.19976205
Y21565,18:41.6,41.62438369,-110.2147184,104.0696417
C01014,20:22.0,45.5035067,-111.0415714,125.9134966
B81015,31:16.1,45.78447022,-110.9609077,118.4878567
S01016,42:10.3,45.7235449,-111.2203588,193.0174785
H11362,47:22.9,37.27357787,-88.78178248,66.80956764
N71017,53:04.4,46.06357209,-111.5441616,107.8626304
I81363,57:34.8,37.45618772,-88.9850178,62.17508837
X61018,03:58.5,45.69100249,-112.1232772,135.2762049
F41566,09:38.4,41.46577865,-110.8531899,198.4606535
H61364,17:58.8,37.14904863,-88.66683114,130.3493178
U31019,25:46.7,45.83546011,-112.422862,198.1517415
K31020,36:40.8,46.13679805,-112.7487488,72.64991472
S21021,47:34.9,46.03598018,-112.627065,139.8421316
E61022,58:29.0,46.46658435,-112.6661192,52.02194643
T91365,58:46.8,37.08074815,-88.58724156,163.1435733
V01366,08:58.8,37.01015565,-88.35424796,55.82358904
O61367,19:10.8,37.19214789,-88.32326904,158.914078
Z21567,20:57.9,40.89132634,-111.7706969,195.1376916
U21368,29:22.8,37.23223663,-87.98960018,77.91250159
X51023,31:11.4,46.64942354,-113.4206532,92.67307975
X01369,39:34.8,37.29169337,-87.9315379,68.11600663
F51370,49:46.8,36.86572081,-88.0691667,60.89689221
N61568,51:32.0,41.78988063,-112.0509044,178.410932
G91024,52:59.6,46.93143694,-113.530668,104.5298101
V11025,03:53.7,46.95261186,-113.5839197,135.9185605
Z01371,10:10.8,36.96362139,-87.86270352,182.2614933
C31569,11:54.7,41.88397964,-112.2078943,142.8537849
H01026,25:41.9,46.58674064,-113.6246156,170.790691
M91570,32:17.4,41.80389279,-112.5205004,144.8181645
K21027,36:36.0,46.87084731,-113.7655457,86.39541108
Z31372,50:58.8,36.38645655,-87.51765115,109.4090104
X41028,58:24.2,47.14341988,-114.3361606,144.0874837
Z31373,01:10.8,36.37904679,-87.3931831,57.17403385
S41571,02:51.5,42.35475935,-112.8200702,99.9515411
Y41029,09:18.3,47.24122435,-114.4102974,81.83275734
Z11374,11:22.7,36.62145006,-87.15929031,165.4724443
R11572,13:02.8,42.36546862,-113.2184398,163.3300683
N61030,20:12.5,46.93231254,-114.8954079,52.92866975
U51031,42:00.7,47.1787028,-115.2728702,100.4048323
V11032,52:54.8,47.44897555,-115.2892086,155.3165743
N31033,03:48.9,47.43822046,-115.091282,89.07581718
N11375,12:34.7,36.17665896,-86.68434614,191.5948
U81573,14:11.0,42.84401904,-114.1952838,183.9164181
K21034,14:43.0,47.1802999,-115.2944678,82.05913991
W21376,22:46.7,35.58568811,-86.09653721,117.3649453
K11574,24:22.3,42.73230351,-114.5561203,155.8090594
N71035,25:37.1,47.5831742,-115.5574684,192.2081518
N41575,34:33.7,42.7841225,-114.8234093,115.4821545
W01036,36:31.2,47.22954323,-115.5729285,79.49566903
J71377,43:10.7,35.41289995,-86.1062447,149.847289
T71037,47:25.3,47.64479107,-115.4471895,199.9568887
V01576,54:56.4,43.15159972,-115.0107127,78.59095833
V01038,09:13.6,47.52211781,-115.7118695,98.62652592
N11378,13:46.7,35.08735063,-85.53716854,126.3315627
M21577,25:30.5,42.78396744,-115.4862332,195.448368
U81379,34:10.7,34.87152783,-85.65170167,137.328594
I71039,41:55.9,47.68819304,-115.6638216,157.1356812
S61380,44:22.7,35.06627481,-85.48913463,54.2581448
Q01040,14:38.2,47.59595525,-115.7174612,186.318963
I31041,25:32.3,47.26319518,-115.9866885,107.7680015
P21381,35:22.6,35.10766463,-85.01230315,82.2024405
U71578,36:50.0,43.53337561,-116.4909286,181.757328
G81382,55:46.6,34.69681362,-85.05637706,171.269564
Y71383,05:58.6,34.45604562,-84.79305354,72.06073843
V21579,07:24.1,43.87821291,-116.8568222,105.5249554
M31042,20:02.9,47.70442662,-116.7233111,91.59948511
C71384,36:34.6,34.159634,-84.96322217,73.1691452
H11043,41:51.1,47.41360597,-116.7391416,161.0715997
M61385,46:46.6,34.00622205,-84.83199629,163.8743207
T81044,03:39.3,47.58565784,-116.5560203,160.9219603
Z31580,08:32.2,44.65655722,-117.2920601,114.2907388
M31386,17:22.6,34.29181351,-84.66352104,103.2558471
Z61500,18:43.6,44.87369793,-117.7388266,126.9870417
Z81501,28:54.9,44.95598261,-117.9862174,136.0369834
U91045,36:21.6,47.83426801,-117.1613172,136.654738
L91046,47:15.8,47.72511735,-117.1204749,65.35147364
C81502,49:17.6,45.26790399,-118.1098386,115.6082254
T41503,09:40.3,45.47215574,-117.9541293,59.25293274
H61047,19:58.1,47.33465862,-117.9742359,152.61419
T01048,30:52.2,46.94289382,-118.521552,171.2371548
S31504,50:25.8,45.47606194,-118.5515378,137.132741
Y21049,52:40.4,47.06316972,-119.4244653,117.0657749
H51505,00:37.1,45.71209914,-118.4918134,79.14801429
S81050,03:34.5,47.00068016,-119.8808006,60.22193988
U81506,31:11.2,45.49567727,-118.7578787,179.2380445
K01507,11:56.6,45.73436555,-120.0631422,97.10590651
O61508,02:53.4,45.73238271,-121.4141809,117.2016748
Y01509,13:04.8,45.5603518,-121.4975188,124.2586694
Y51051,47:06.2,47.45211484,-121.644416,71.42592966
F31510,04:01.6,45.51357337,-121.8135776,183.0314617
K71511,14:12.9,45.61647909,-122.0195475,179.6247573
A91512,24:24.3,45.46492928,-121.8847681,67.86814907
P11513,45:55.1,45.65655269,-122.5627399,110.9009514
